question_id,ground_truth,conversation
135864,['modern electric-guitar midi pickup system'],"**User:**
What is the name of this synth guitar?

                
            
Can anyone tell me what the name is of the guitar in this video?


**Assistant:**
As Tom mentioned they do have strings but they are bendy and very low tension, and as Data_Processing pointed out its a DG-20 and the frets are actually pressure sensors. I assume the bridge has some kind of vibration sensor and when a string is played it sounds the pitch that should correspond to the string and current fret sensor combination. They are very weird to play, and a lot of them these days are clunky and unreliable to get a note because the sensors get old and dirty, but a good one should be pretty sensitive.However I would contest the statement that they are not fun to play :). Certainly don't expect to be able to extract (anywhere NEAR) a [PRODUCT] like performance out of them, they don't respond to a lot of [PRODUCT] type nuance and have quite a significant delay. But linked to a external [PRODUCT] via MIDI I've found them really fun to quickly put together interesting sounds/parts for a song, primarily with [PRODUCT] pads. They are interesting to use if your [PRODUCT] playing is stronger than your keyboard playing (as is my case) or just to get you to approach playing a [PRODUCT] in a different way, where different voicings naturally present themself, they've made from some cool parts in songs of some of my old bands.The one in the video seems pristine, I would imagine that getting/using one these days would be a bit of a labour of love though, once you had restored it to its proper sensitivity level and gotten used to the truly odd feeling strings. You'd almost certainly get the same result but better using a modern [PRODUCT]. The onboard sounds are just your typical Casio style selection of the keyboards of that era (FM based I think?). If I saw one in a junk shop for £40 I would go for it and expect a bit of fun/pain getting it working, but no more. Probably one of the oddities of an already fairly zany era for electric instruments, and certainly not a classic, but it's uniqueness maybe counts for something to some people (or maybe just me!)"
133985,['midi routing app'],"**User:**
Ableton routing MIDI file CC to synth parameter
I am fairly new to manipulate raw MIDI files, but I've had a couple of years of experience using Ableton.
I've been trying to generate some MIDI files using code (I'm using Julia with the MIDI.jl package). My goal is to use these file and read them into Ableton. I can do this fine now. However, I am trying to map the parameters in Ableton to a specific CC number that is in the MIDI track.
To clarify: I am generating a .mid file, dragging it on an Ableton track. Suppose the MIDI file has an oscillation from 0 to 127 on CC 73, I'd like this to control the frequency cutoff of Filter 1 in Analog (basically acting as an LFO modulating the filter).
With a USB controller I know that I can go in the MIDI mapping mode (cmd + m), select the parameter I want to control and then tweak the knob I want to use to control the parameter. However, I'm looking to do this without an external controller.
I cannot seem to add any MIDI mapping in the MIDI mapping mode without a controller (just with my laptop). Something that I think might work is creating a mapping using a controller and afterward changing the destination and sources of the mapping. I don't have a controller with me right now, so I can't check that... and it would also be convenient to have the possibility of a workflow without a controller.
I'm using Ableton 10 Suite. There might be a way of doing this with Max for Live, but I'm hoping that there is a quick fix that only uses Ableton.
I'm thinking that another workaround might be with the generation of the MIDI file itself. Maybe I could make the MIDI file to create some equivalent CC message that would directly affect Analog? I do not know enough about the structure of MIDI files to know if this is possible.
Thanks in advance for any help!


**Assistant:**
I think what you want to do is not possible. In my personal opinion, it really should be.It is possible to do MIDI mapping in Live without a MIDI controller, but not without using a third-party [PRODUCT]. What you would do is install and configure the [PRODUCT] to route MIDI from Live back into Live. Then you setup a MIDI clip in Live and add an envelope with data points for the CC that you want to map. Set the inputs and outputs so that the MIDI clip plays the CC messages out to the router and then back into the track that has the instrument you want to control. Play the MIDI clip, enter MIDI map mode, and select the control you want to map the CC number to and it should map. Repeat as needed.If you think that's ridiculous, I agree. I found no other way to edit MIDI maps."
133350,"['headphones', '3.5mm headphone splitter', 'digital recorder']","**User:**
digital piano has plastic clunking sound
I've had the Yamaha Digital Piano P-45 (~$500) for about seven years now - and it's fine, except that while playing (and recording with an iPhone nearby), I can prominently hear the plastic keys plunking - almost as loud as the speaker.
Do all entry-level digital pianos have such an audible plastic plunking sound? If so, how can it be mitigated?
Example recording


**Assistant:**
All digital pianos will have some kind of mechanical extraneous sound, but the clicking from your digital piano is exceptionally loud. (Either that, or you recorded your example with the volume very low.)One way to get around this extra noise while recording is to record the line out signal from the piano. You should be doing this anyway, unless you particularly like the sound through a certain keyboard amp. If your piano does not have line outputs, but does have a [PRODUCT] output, you can use a [PRODUCT] to plug both [PRODUCT] and a [PRODUCT] or PC to your piano. Specifically, you will need a ""[PRODUCT]"" or ""[PRODUCT]"".For practice, you can use [PRODUCT] to isolate you from the clicking sounds coming from the piano, if they bother you. If you're playing with other people, [PRODUCT] may not be an option, but you're probably playing loudly enough (with a keyboard amp) that the clicking is not an issue.As far as physically solving the problem at the source, solutions available will depend on the construction of your keyboard. Many keyboards will have a strip of felt that the keys touch when depressed all the way, which could be replaced, either with fresh replacement felt, or maybe some slightly thicker felt. I believe this is the replacement for the model mentioned in the question. I am not endorsing this seller. For weighted models, there may also be cushion strips for the hammers. Example Example If your keyboard has those cheap plastic-shell type keys, where the underside is accessible, then maybe you could try sticking some type of adhesive-backed gel or rubber pads in there to damp the keys."
132845,"['seymour duncan powerstage', 'orange pedal baby']","**User:**
Guitar Cabinet volume low
I have just bought a guitar Cabinet (Harley Benton G112) but when I connect anything to it, the volume is very low.
I have tried the Phones out of my Boss Katana 50, with all volume up — it's hearable but not loud enough by a long shot.
I have also tried connecting my Boss GX-100, which is barely hearable.
Am I misunderstanding how I can use this guitar cabinet, or could there be something wrong with the device?


**Assistant:**
Am I misunderstanding how i can use this guitar cabinet [...]?Yes. It needs a ""[PRODUCT]"" to drive it. Probably of the order of at least a Watt (typical [PRODUCT] are 5W - 100W, so this is what you need to drive the cabinet)Headphone [PRODUCT] are of the order of tens of milliwatts, so a headphone output will be hugely underpowered.Similarly the output from your boss Boss GX-100 is designed to go into an [PRODUCT], so has basically no power by itself.You could use any [PRODUCT], or something designed as a fairly flat [PRODUCT] ([PRODUCT], [PRODUCT] are a couple of products along this line)."
132817,['desmos graphing calculator'],"**User:**
How can I turn a math function into sound?
I'm an astronomy undergrad and I'm taking a course on physics that mostly covers material related to waves and sound. When studying beats, I realized that the cover for the AM album from Arctic Monkeys was an example of beats, and so I wanted to know what it sounded like. I already got an estimate of the function, here it is:

What tool should I use to turn this function into an audio file? I know absolutely nothing about synthesizing sounds, so newbie-friendly solutions would be best. Thanks in advance.


**Assistant:**
You may find this tool useful. The [PRODUCT] has a ""tone"" function available now, albeit in beta-testing mode. I haven't played with it, but it may do what you are hoping. In the functions menu, it's here:"
132342,['midi editing software'],"**User:**
Splitting MIDI Channels for Left and Right Hand on Yamaha Clavinova CSP-275 (Streamlight)
I recently purchased a Yamaha Clavinova CSP-275 digital piano that comes with the Stream Lights function. I've been trying to import a song (piano only song) into the piano for practice purposes. While trying to use the ""audio to score"" function, I only got some chords and the melody was missing.
After some digging, I found a solution to import my MIDI file:

I placed my MIDI file in Android/data/jp.co.yamaha.smartpianist/files/user_midi.
I realized the recordings I was making on my piano were in SMF 0 format, which contains only a single track.
I edited my MIDI file to only include the track containing the music. After placing it back on the tablet, the Smart Pianist app recognized the file and displayed the score correctly, with the Stream Lights also being accurate.

However, I have encountered one final challenge: All the notes in my song are for the right hand. This means I can't practice my left hand or right hand separately. I understand that MIDI files have multiple channels, which I believe might differ from tracks. I assume that perhaps the first channel is for the right hand and the second for the left, but I'm not entirely sure.
Could anyone provide an example of a MIDI file or an explanation on how to separate the two hands in a MIDI composition, specifically for the Yamaha Clavinova CSP models with the Stream Lights function ?


**Assistant:**
I wanted to provide an update regarding my original inquiry about splitting the MIDI channels for the left and right hands.My initial intuition about the two channels was correct. After diving into it further, I found that the first channel typically represents the right hand and the second channel represents the left hand in many MIDI compositions for piano.Using this understanding, I was able to successfully split my MIDI file into two distinct channels for separate hand practice. For those looking to achieve the same, it might be helpful to use [PRODUCT] to visually confirm and adjust channels as needed."
132250,"['silicone polish', 'brass cleaner', 'brasso']","**User:**
How to clean this guitar hardware?
I neglected my guitar a little bit in the last years. Didn't do anything crazy with them; it just hung on the wall and when I played it I didn't really clean it.
I know how to clean and maintain the wood and the frets, this question is about the metals parts, mainly the bridge and the pickup frames, as you can see in the pictures.


I know it looks bad, and yes, I have cats^^. I guess it's a good example what happens when you don't clean your guitar regularly, but I hope I can still save it, especially the bridge, because it would be quite expensive to change it. I don't really know what kind of material the knobs, the bridge, and the frames are; I didn't find anything online. It is an Ibanez S771PB NTF from 2014. The screws I will try to replace.
How would you suggest to clean these parts? I also plan to disassemble the parts to clean them throuroghly.


**Assistant:**
The pots should clean up with either a damp microfibre, or maybe a bit of [PRODUCT].The bridge & pickup surround look like an entirely different challenge. They don't just look dirty, they look like the electro-plating has corroded, exposing the brass underneath, which has also started to corrode.I looks like it's been left either in a damp or very humid location, or never even wiped down after a sweaty session.It will be the same reason the ferrous screws have rusted.You could try [PRODUCT], which will shift the verdigris [the green bits] to clean up the exposed brass. The plating will never recover, but might not get much worse if you use a [PRODUCT] that also claims to protect.Needless to say, you're going to have to strip them off the guitar & break them down into components to be able to get underneath, or there's little point in starting.Oh, I see on closer examination the plating is also gone on the pots. It will be [PRODUCT] for them too, in that case.You'll never get it to look like new again, too much damage has been done."
131987,['abc2svg'],"**User:**
How to create simple sheet with chords and lyrics in ABC?
How to create a simple song sheet containing only lyrics and chords with ABC notation? For example, the result could look as follows:
Am                    G
Hello darkness my old friend
                           Am
I've come to talk with you again.

Is it possible to not display any staff with ABC?
I want to be able to render the song in a pdf and want to keep the option to add some lead melody later, that is why I want to stick with tools that are able to render staffs with melody, but for now I need just lyrics aligned to chords.


**Assistant:**
Abc v2.2 has two [PRODUCT]: abcm2ps creates PostScript files, and [PRODUCT] creates Scalable Vector Graphics. Each of these support a number of extensions to standard Abc 2, but they aren't completely compatible with one another.(see: http://moinejf.free.fr/abcm2ps-doc/index.html)There are two types of chord grid in [PRODUCT] (but none in abcm2ps). The second type (grid2) is what you are looking for.From Guido Gnonzato's Making Music with Abc 2, ch 5.2, p. 92:%%grid2 [n] replaces the notes of a voice with a chord grid. [n] may be any digit; when it's omitted, the chord grid is not typeset;An example is given on the following page, p. 93:This formatting directive is also explained (using slightly different terms) in the appendix A.5.5, p. 174:%%grid2 [int]: replaces a voice with a chord grid. When [int] is missing, the grid is disabled. Default: 0; scope: voice; not available in abcm2ps.Note that you will need to specify a rhythm for the lyrics to align with (using some dummy melody).For the piece mentioned, you should get something like this:X:1T:C:Q:noneK:none clef=noneM:noneL:1/8V:1%%grid2 1""Am"" z8 | z2AA AAAA | ""G"" A8 | zAAA AAAA | ""Am"" A8 |w:Hel-lo dark-ness my old friend, I've come to talk to you a-gainFrom here, you can add the actual melody notes and other details, and turn off (or comment out) grid2.X:1T:The Sound of SilenceC:Paul SimonQ:1/4=108K:D#min clef=treble-8M:4/4L:1/8V:1%%grid2 0""D#m"" z8 | z2DD FFAA | ""C#"" G8 | zCCC EEGG | ""D#m"" F8 |w:Hel-lo dark-ness my old friend, I've come to talk to you a-gain"
131969,['music through fourier space by emmanuel amiot'],"**User:**
What transformation corresponds to the z-relation?
Forte's list of set classes includes some pairs that are ""z-related"" -- you can't get one from another through transposition and inversion, but they have the same interval vectors. Every interval vector is shared by at most two set classes.
Given a set class, such as 6-z3 (012356), is there a known transformation that produces its z-partner, in this case 6-z36 (012347)?
By ""transformation"" I mean a mathematical procedure to change from one PC set to the other. For example, multiplication by 11 (mod 12) transforms each PC set to its inverse -- which operation transforms each PC set to its z-partner?
In the specific case of 6-note sets we have the Hexachordal Theorem, so we can define the required transformation as taking the complement. I'm looking for a generalized transformation that works for any cardinality.


**Assistant:**
The problem identified here is the subject of deep research in set theory, category theory, crystallography, and music theory — to name a few. There is no known generalized transformation that works across cardinalities.Emmanuel Amiot's [PRODUCT] [PRODUCT]: Discrete Fourier Transform in Music Theory (Springer, 2016) might be of interest. Also research articles by David Lewin, Allen Forte, Robert Morris, Emmanuel Amiot, Joseph Straus, Ian Quinn, Franck Jedrzejewski, and Cliff Calendar, among others."
131956,['superstar in a masquerade by william sargent'],"**User:**
What is this rhythm?
I think I've heard this rhythm before, what is it called? Where does it come from?



**Assistant:**
As Laurence shows, it's prevalent in pop culture as a crowd-participation chant. I'm used to it with the last two notes spoken as ""Let's Go."" It looks like it originated with a 1962 song by The Routers:It looks like the opening clap/call material spread to cheerleading rather than the other way around. You can see more about its creation in the [PRODUCT] [PRODUCT]"
130897,['arduino'],"**User:**
Wireless Sustain Pedal?
Not sure if this is the appropriate place to ask this question but I don't actually know where I should so I'll ask here anyways. So if someone could point me in the right direction before closing this post or something, that'd be appreciated.
I want a wireless sustain pedal for keyboards... Haven't been able to find them or any indication then exist on the internet lol.
So I was wondering if anybody could take me through a process of what it would take to make one.
I have a feeling this has more to do with circuitry than music, but yk.

So I was basically wondering what the process would be like to covert one of these box pedals to a wireless device.
Obviously it needs a dongle... those technically exist already

The picture is of a dongle ""pedal plug"" for wireless tattoo foot pedals, which operates somewhat like a cross between a guitar expression pedal and a keyboard sustain pedal.
Anyways, what would it take to use these two devices as one unit?
Ideally I'd like project instructions, tho I understand it would probably be theoretical instructions bc I dont think this has rly been done.
And would my suggested approach for the receiving end even work since the dongle's design isn't an on/off circuit?


**Assistant:**
This can probably be done yourself, it depends a bit your experience with electronics/embedded programing. Here is an idea, there a multiple way of doing it.There are basically three things this device should do:sense the state of the pedal (device #1)transmit it to the other donglesend it to the keyboard (device #2)These can all be done for instance with cheap hardware like [PRODUCT], I'll consider the case where you have a boolean sustain pedal (on/off), which typically are connected via a mono jack but this should be easily adaptable to an analog one.Device #1 (plugged into the pedal)Here, a simple [PRODUCT] connected to a Jack (sleeve to ground, tip to a digital pin set as input pullup) would be completely enough for a start. One problem I see there is that this will need to be powered somehow. If you initial goal was to get rid of cables it might be worth moving to batteries…TransmittingThat's a bit more challenging but there are a lot of options to transmit information between two such devices like bluetooth (probably the easiest but would be a bit concerned with latency), RF (probably better on that, might be subjected to interference)… Whatever protocol you choose, you'll need a transmitter (on device #1) and a receiver (on device #2).Device #2 (plugged into the keyboard)This should also be straightforward: a [PRODUCT], connected to a Jack (sleeve to ground, tip to an output pin) and switching between high-impedance state of this last pin and output to ground. Not completely sure how fast such a transition is but I doubt it is very slow. Of course, this transition would be triggered by information received on the receiver (whatever protocol you are using).This is not a complete solution, merely a guide as nothing is implemented but sounds like a fun first project if you want to dive a bit into electronics!"
130543,['custom molded plugs'],"**User:**
On stage earplugs - what do I technically need?
I'm rehearsing and playing live with a band who work at very high sound levels that I find uncomfortable, and after some discussions it's obvious that I'm going to have to get used to it (or leave, which I don't want to do).
So I'm looking at musicians' earplugs, and my goodness there's a lot of jargon and claims and marketing flummery. I'm not looking for in-ear monitoring, purely volume reduction and protection.
Obviously individual gear recommendations are out of scope for MSE - but what high-level technically should I be looking at? Is it all about a clean, across the frequency range, reduction of 10-20 Db, or are there certain frequencies that should be particularly reduced? As someone without a degree in acoustic engineering, what are the keywords and/or numbers am I looking for in an effective product?
And will the same product also protect my ears as an audience member at very loud concerts, or are there different requirements / specs for plugs for performers compared to plugs for audience members?
TIA


**Assistant:**
Good earplugs for performers and audience have quite similar specs: Relatively flat frequency response, attenuation that is suitable for the listening environment (usually somewhere around 15dB) and good enough fit that the plugs are comfortable enough to wear for the duration of the concert or rehearsal, and that they work as intended and do not leak. The comfort part is more important if you wear them for rehearsals several times per week than if you wear them for concerts every now and then.[PRODUCT] have usually the best fit, and I would recommend having a pair made if your budget allows. Otherwise the best bet is to try out different ""[PRODUCT]"" until you find a model that works for you."
130298,"['history of music in western culture by mark evan bonds', 'worlds of music by jeff todd titon', 'music of the peoples of the world by william alves']","**User:**
Is there a way to learn to appreciate music in major key?
I am unable to appreciate music in major key and it seems to be something I was born with. In early childhood I already had a preference for some nursery rhymes while disliking others. Only when I learned some music theory a few years later did I realize the nursery rhymes I liked were all in minor key. It became more obvious since I started to listen to classical music. I simply cannot appreciate pieces in major key. Some are ""tolerable"" (like major key movements in a minor key symphony, only in slow tempo though) while most just sound kind of annoying to me.
What's wrong with me? Is this something that can be fixed? I'm kind of running out of ""right"" music to listen to recently and would very much love to expand my preference for music.


**Assistant:**
I taught a ""music appreciation"" course once, and after a lot of thought I titled it ""Enjoying Music."" The term ""music appreciation"" is burdened with a lot of implications that are not particularly helpful. It's very judge-y, and cloaks extremely subjective and culture-centric assumptions in objective language. It's usually weaponized in support of ""classical"" music, and the underlying narrative is ""This is 'music' (other kinds of music don't count, and that's why we can just use the word 'music' in our Music Appreciation title while ignoring them), and not only that, it's Great Art, and if you don't like it there must be something wrong with you. It's not that ""it's not great to you""; rather, its greatness is universal and objective and you simply don't appreciate it. Maybe you're a Philistine, or 'have no ear for music,' and there's no hope for you. But maybe you were simply never 'taught to appreciate it,' because kids-these-days, support-for-the-arts, yada yada. Let's try to fix that by subjecting you to a course that insists that you're wrong and we're right.""This stance doesn't fit with modern musicology, and isn't particularly helpful. I'd prefer to replace it with something like this:Sure, there are some kinds of music that you're not currently ""into."" Let's give them a chance. Why? Not because they're better musics, or inherently deserving of ""appreciation."" And not because there's something wrong with you that needs to be fixed. But because your life might be richer for it. That's the goal: you currently enjoy some music. Let's explore some more, and you might enjoy it as well, and maybe even get more enjoyment from the music you currently consume, after thinking and learning about it more.The outcome might not be that you want to listen to that kind of music all the time. My life is enriched by knowing about Schoenberg, or Javanese gamelan, or Gesualdo, or shakuhachi music, but I don't blast any of them on my car speakers with the windows down. (Though I have been known to do that with Steve Reich, or maybe even the occasional Gesualdo...) But by encountering and trying to understand them, I have a richer context that brings me more enjoyment as I blast the Beach Boys or RJD2.So what do we do? I argue that we can enjoy a music more when we understand it, and when we encounter it on its own terms. That means doing a little digging into its background. Knowing about Shostakovich's political and personal turmoil helps us get more out of his Fifth Symphony or Eighth String Quartet. Indian classical music is more meaningful when we know more about ragas and talas. Music is a cultural artifact, and it does it a disservice to surgically remove it from its cultural surroundings and, as it were, hang it on a museum wall as an ""object"" in isolation. Any time we encounter an unfamiliar music, it's just a series of sounds until we know more about it. And if we lack the framework with which to listen to it, we can't even make sense of those sounds. If I'm unfamiliar with Indian classical music, it might ""all sound the same,"" because all I can hear is the difference between it and my familiar musics, rather than the differences between pieces.So proactive ""music enjoyment"" takes a little work. Research into the historical, cultural, or personal factors that created the music. It also takes, well, exposure. Why would we read entire [PRODUCT] about, say, Brahms without also listening to his music? And yet all too often we do. So don't rush into the music without doing some research, but don't stop at the research without also spending time with the music itself. Try to encounter it as it was meant to be encountered. Are you meant to sit quietly and simply pay close attention to this music (as with much ""classical"" music)? Are you meant to dance to it? Are you meant to ""zone out"" while listening to it? Was it created to do physical work to? Was it originally meant to be enjoyed not in isolation but in social settings, like a jazz club or a communal event? Try to ""enjoy music"" in other ways than on your own through headphones. Go to concerts, go to open-mic nights, go to dances, go to ethnic cultural festivals.Finally, getting this kind of informed and experiential understanding of one kind of music helps us get more insight into other kinds. You write that you like minor, dislike major, and are ""running out of music to listen to."" But the good news is that music that even thinks about major vs minor is a narrow slice of all the human music! European music didn't even think along those lines for centuries, and many other musical traditions organize around other frameworks. I'd recommend taking (or giving yourself) a crash course in Western music history and in global ethnomusicology. Buy used copies of, or find in a library, [PRODUCT] on these topics, especially if they come with CDs (or just look up and listen to the pieces they reference). When I made my course I relied a lot on [PRODUCT]'s A [PRODUCT] (it has a lot of pretty pictures) and [PRODUCT]'s [PRODUCT], but there are others and maybe some newer [PRODUCT]; [PRODUCT]'s [PRODUCT] looks good."
130146,['multi-course harp'],"**User:**
Is it possible to perform a chromatic glissando on harp?
How is it possible to perform a chromatic glissando in a fast passage on a harp, as in the example below?



**Assistant:**
On the [PRODUCT]- not very quickly. The [PRODUCT] does not have a string for each chromatic note; rather, it has one string for each note in Cb major, and the pitches of strings can be altered with pedals to play any note in any key. You can't have more than 7 notes per octave immediately accessible, so a chromatic glissando like the one shown in the question would require the player to alter and re-strum several individual strings very quickly. Not viable.If you want the glissando to sound atonal, you may try starting with a glissando through the notes of Cb major only, and adding some sharps so that many of the notes fall outside the key of the piece.Alternatively, you can require the player to use a [PRODUCT] which is truly chromatic."
129965,['rhapsody in red: how western classical music became chinese'],"**User:**
What is the preferred musicology term for ""classical music""?
What is the preferred, more precise English-language musicology term for the genre of music which North Americans typically call “classical music”? I mean the broader meaning of ""classical"", which includes composition before and after the ""Classical era"" of 1730 to 1820.
For instance, I have heard this genre called “Western European Art Music”. What is the preferred term among experts? What is the preferred technical definition for this kind of music?
An answer to another question suggests the definition is ""all music that is written with the art form itself as a top priority."" That is a good start, but maybe we can do even better. Perhaps the definition should include the Western European, even German and Italian, roots of the genre.
Adam Neely's video Music Theory and White Supremacy suggests replacing the phrase ""music theory"" with ""the harmonic style of 18th century Western European musicians"", as a way of revealing the framing of ""classical music"" as the pinnacle of music across all cultures. I suspect the term I am looking for would avoid that framing.


**Assistant:**
Heh, the problem isn't really with the choice of label, it's that the thing it labels is really hard to pin down. Most attempts wind up meaningless or controversial.But there is a colloquial usage, obviously. A radio station near me claims to play ""Great Classical Music."" Well, what do they not play? No rock and roll. No jazz. No hip hop. Generally, the most useful man-on-the-street sense of what makes something ""classical"" has a lot to do with the instruments used. Adding a violin to the band Yellowcard doesn't make them classical, and adding a drum set to a symphony orchestra for Rhapsody in Blue doesn't make it not-classical, but in general, using the instruments of the symphony orchestra tends to cause a perception of ""classical.""But obviously this colloquial sense is of little use to scholarly discussion. Is a movie soundtrack ""classical""? Many will vehemently deny it. The classical radio station is unlikely to play it. (But they will play music from ballets or operas...) Is a Vitamin C String Quartet cover of a pop song ""classical""? Is John Cage's 4'33"" (a piece consisting of silence) classical? Is Steve Reich's Electric Counterpoint, written for/with jazz guitarist Pat Metheny? What about when Johnny Greenwood, guitarist from Radiohead, plays it? What about when Steve Reich reworks Radiohead songs in Radio Rewrite?If one's scholarship were sociological, it could be a rich (perhaps impossible) task to parse all these conflicting uses. But in the meantime, rather than find a different label, it's better to nail down exactly what one is talking about.The term ""art music"" is marginally more useful, but still very problematic. It carries a lot of baggage. It's a step more generous than simply talking about ""music,"" and then talking in a way that ignores non-classical genres. It admits that folk music and pop music are actually ""music,"" but then it tries to exclude them, and the word it chooses for that purpose is ""Art."" There's already plenty of ink spilled over that word, clear back to the ancient Greeks, and we're implying that folk music and pop music are not ""art."" Functionally, the best this term can do is try to focus on the ""use"" and context of the music. Is it played in a concert hall, or an outdoor festival? Is it played to people who sit still and listen to it, or is does it contribute to another activity, like dance music in a club? Ultimately, this distinction will break down under scrutiny as well. A string quartet, a jazz combo, and an indie rock band might all play in medium-size venues, to attentive audiences who came specifically to hear them. The only distinctions become cultural ""highbrow""/""lowbrow""/""middlebrow"" tokens. We even open the door to the implication that ""Art"" is the opposite of ""Entertainment,"" and that therefore ""classical"" equals ""serious music"" (as opposed to what? music that can smile?). I once saw, backstage in a concert hall, an old lighting control console from the 1920s, no longer in use. Someone had added joking labels to the various dials and levers. One was a big handle that pivoted vertically, and the top of the scale was labeled ""Art"" and the bottom ""Entertainment."" Phrases like ""art music"" lead inevitably to this lever—the more fun it is, the less artistic, and vice versa.The best thing, then, is to narrow your topic of discussion. Are you talking about the social role of classical music institutions? It's easy enough to talk specifically about symphonies, opera companies, etc. Are you contrasting this music with that of another global music-culture? I often use ""Western tonal tradition"" or words to that effect to mean ""the monolithic musical practice that derives mostly from European origin, starting roughly in the baroque, and that became codified by these social institutions like symphonies and continues to be practiced by them, and that is marked by musical conventions like tonality and regular meter."" But if at all possible it's more fruitful to draw more specific comparisons. I once wrote a paper about how ""classical music"" came to be such a big deal to Chinese culture, but it's a story of individual connections and influences, of a clavichord in the Emperor's court and a symphony in Shanghai. I got most of it from the [PRODUCT] [PRODUCT] by Sheila Melvin and Jindong Cai. (I highly recommend it, a great read.) Note that they, at least, pick the term ""[PRODUCT],"" but they devote a paragraph to talking about the fact that they picked it.Throughout the writing of [PRODUCT], we have grappled with our use of the term ""classical music."" It is a phrase that we find to be deeply flawed and woefully inexact, but largely unavoidable. Because it had not yet been coined during most of the time period covered in Chapter 2, we have substituted ""European music"" instead. But in writing about the missionaries who used music as a tool of conversion and education in the 19th and early 20th centuries, we switch to ""Western music"" since many of them were American and the music they taught was not strictly-speaking ""European"" or ""classical."" However, as we got deeper into the 20th century, we were largely forced to drop ""Western music"" because by then the term could include jazz, pop, rock, disco, and rap, none of which we discuss. So, for the title of [PRODUCT] and through many of its chapters, we have been obliged to use the phrase ""classical music"" to refer to a broad range of music that was originally brought to China from the West and includes the clavichord, the military march, opera, the symphony, the piano concerto, and more. If the phrase and our use of it are far from perfect, we at least find comfort in the fact that even The Oxford Dictionary of Music defines classical music as a ""term which, applied to music, has vague rather than specific meaning."" (p.3)And that's about the only way we can talk about these things—defining the scope of your conversation, and taking time to talk about the terms you've chosen, their inherent problems, and what you mean for them to mean.Update: I feel like, after that, I'm lacking a clear answer to the original question, ""If 'classical music' is an inadequate label, what term should I use?"" My answer, then would be:First, try not to talk about such a monolithic and poorly-defined entity. Wherever possible, talk about more specific slices of history and culture. And,If you must talk about it (e.g. if you're talking about the sociological phenomenon of people perceiving a body of ""classical music""), I don't know that any other label would avoid the same problems with definition and boundaries. Instead, do as Melvin and Cai did above; be open about its problems and clear about what meanings and boundaries you intend, and when you discuss others' use about it, make their meanings clear as well (or call out their unclearness)."
129597,"['ddrum ddti', 'alesis trigger io', 'roland tmc-6']","**User:**
Is there a drum module that doesn't have sound banks, just sends the MIDI signal out through USB or Bluetooth?
I bought a used Roland TD-4KP with added mesh pads and cymbals.
The things is that the TD4 module that comes with it doesn't have the aux input for a 3rd cymbal, and some pads, like the toms, have a single trigger.
Is there some device that just takes the trigger input from stereo audio jacks, and sends the MIDI notes through USB or bluetooth and that's it? No sound banks, no nothing.
Clarification:
I only need one specific function of electronic drums, which is turning my trigger hits into midi notes to output to my PC and use VSTs.
The problem with most drum modules is that they don't have enough trigger inputs for the pads and cymbals I want to use, and the ones that do are usually high-end and thus very expensive.
I'm wondering if there is such a thing.


**Assistant:**
There are a few available on the market.[PRODUCT],[PRODUCT],[PRODUCT].No sounds, just a [PRODUCT]. The [PRODUCT] and [PRODUCT] are pretty much the same [PRODUCT], Midi out as well as USB/Midi for triggering samples in your [PRODUCT]."
128771,['liquid bandage'],"**User:**
will thumb also get callus on strumming guitar
I am following a guitar tutorial series. The teacher wants me to use thumb for strumming for now and I am following that. It is working great but yesterday I played for hours and now my skin is going off from thumb. Should I keep playing with this or should I stop?
I know that I will get callus on chord finger tips, but how about strumming thumb?
Will it turn into callus? or it will get bad because the more I am playing, the more skin is going off, flesh is turning a little red, and it is hurting a little.



**Assistant:**
There's a joke:MAN: Doctor, I get a shooting pain when I raise my arm like this.DOCTOR: So don't raise your arm like that!Seriously, this is the simple answer to avoid so many performance injuries. If something hurts, stop. Maybe the pain tells you you're doing something wrong, but maybe it just means you're doing the right thing but too much of it. Even the best technique is subject to the limits of the human body.Especially when it comes to calluses: a callus is the skin's response to irritation. If you do small periods of irritation, repeated frequently over a long period of time, it forms a callus; if you do a long period of irritation over a short period of time you get a blister or wound.I'm not going to address whether your technique is correct, but regardless, shorten your practice session, and maybe change up what you're doing, doing some pick strumming or other exercises to give your thumb a break. In fact, you'll want to stop thumb-strumming entirely until that heals a bit. You can try a ""[PRODUCT]"" product to protect it and still have some flexibility."
